Restaurant Name,Restaurant ID,Latitude,Longitude,Address,Votes,Average Cost for two,Locality,Locality Verbose,Aggregate rating,City,Price range,Has Online delivery,Rating text,Rating color,Has Table booking,Country Code,Currency,Is delivering now
Choo Choo Eastside,17293163,33.9259,-83.3389,"1055 Gaines School Rd Ste 100, Athens, GA 30605",439,10,Athens,"Athens, Athens",3.9,Athens,1,No,Good,Yellow,No,216,Dollar($),No
The Grill,17293228,33.958198,-83.375523,"171 College Ave, Athens, GA 30601",289,10,Athens,"Athens, Athens",3.7,Athens,1,No,Good,Yellow,No,216,Dollar($),No
Big City Bread Cafe,17293880,33.959392,-83.384004,"393 N Finley St, Athens, GA 30601",558,10,Athens,"Athens, Athens",4.3,Athens,1,No,Very Good,Green,No,216,Dollar($),No
Clocked,17293169,33.9584,-83.3797,"259 W Washington St, Athens, GA 30601",613,10,Athens,"Athens, Athens",4.2,Athens,1,No,Very Good,Green,No,216,Dollar($),No
DePalma's Italian Cafe - Downtown,17293186,33.958112,-83.373596,"401 E Broad St, Athens, GA 30601",353,25,Athens,"Athens, Athens",4.0,Athens,2,No,Very Good,Green,No,216,Dollar($),No
DePalma's Italian Cafe - East Side,17293180,33.924275,-83.33995,"1965 Barnett Shoals Rd, Athens, GA 30605",387,25,Athens,"Athens, Athens",4.1,Athens,2,No,Very Good,Green,No,216,Dollar($),No
Five & Ten,17293205,33.9415545,-83.3872482,"1073 South Milledge Ave, Athens, GA 30605",755,40,Athens,"Athens, Athens",4.3,Athens,3,No,Very Good,Green,No,216,Dollar($),No
Grit,17293229,33.960112,-83.381625,"199 Prince Ave, Athens, GA 30601",800,10,Athens,"Athens, Athens",4.2,Athens,1,No,Very Good,Green,No,216,Dollar($),No
Ike & Jane,17293897,33.963296,-83.400887,"1307 Prince Ave, Athens, GA 30606",350,10,Athens,"Athens, Athens",4.1,Athens,1,No,Very Good,Green,No,216,Dollar($),No
La Dolce Vita Ristorante,17293273,33.9584,-83.4075,"323 E Broad St, Athens, GA 30601",464,40,Athens,"Athens, Athens",4.1,Athens,3,No,Very Good,Green,No,216,Dollar($),No
Shokitini,17293870,33.957503,-83.379251,"251 W Clayton St, Athens, GA 30601",550,25,Athens,"Athens, Athens",4.2,Athens,2,No,Very Good,Green,No,216,Dollar($),No
Taqueria Del Sol,17293877,33.960571,-83.383605,"334 Prince Ave, Athens, GA 30601",543,10,Athens,"Athens, Athens",4.1,Athens,1,No,Very Good,Green,No,216,Dollar($),No
The National,17293890,33.959468,-83.37967,"232 W. Hancock Ave., Athens, GA 30601",465,40,Athens,"Athens, Athens",4.1,Athens,3,No,Very Good,Green,No,216,Dollar($),No
The Royal Peasant,17293915,33.937502,-83.38728,"1675 S. Lumpkin St., Athens, GA 30606",546,10,Athens,"Athens, Athens",4.4,Athens,1,No,Very Good,Green,No,216,Dollar($),No
Transmetropolitan,17293422,33.9584,-83.3764,"145 E Clayton St, Athens, GA 30601",1098,10,Athens,"Athens, Athens",4.4,Athens,1,No,Very Good,Green,No,216,Dollar($),No
Trappeze Pub,17293873,33.958363,-83.378881,"269 N Hull St, Athens, GA 30601",579,25,Athens,"Athens, Athens",4.2,Athens,2,No,Very Good,Green,No,216,Dollar($),No
Viva! Argentine Cuisine,17294014,33.9600227,-83.3828224,"247 Prince Ave, Athens, GA 30601",374,10,Athens,"Athens, Athens",4.1,Athens,1,No,Very Good,Green,No,216,Dollar($),No
Miyabi Kyoto Japanese Steak House,17294556,33.4721,-82.0865,"1315 Augusta West Pkwy, Augusta, GA 30909",717,40,Augusta,"Augusta, Augusta",4.6,Augusta,3,No,Excellent,Dark Green,No,216,Dollar($),No
Rae's Coastal Cafe,17294607,33.4791,-82.0698,"3208 W Wimbledon Dr, Augusta, GA 30909",548,40,Augusta,"Augusta, Augusta",4.9,Augusta,3,No,Excellent,Dark Green,No,216,Dollar($),No
The Bee's Knees,17294279,33.4765,-81.97,"211 10th Street, Augusta, GA 30901",631,25,Augusta,"Augusta, Augusta",4.5,Augusta,2,No,Excellent,Dark Green,No,216,Dollar($),No
Boll Weevil Cafe,17294300,33.474,-81.9684,"10 9th St, Augusta, GA 30901",372,10,Augusta,"Augusta, Augusta",3.9,Augusta,1,No,Good,Yellow,No,216,Dollar($),No
Farmhaus Burger,17295215,33.477444,-81.973006,"1204 Broad St, Augusta, GA 30901",201,25,Augusta,"Augusta, Augusta",3.9,Augusta,2,No,Good,Yellow,No,216,Dollar($),No
Manuel's Bread Cafe,17295028,33.481779,-81.965571,"505 Railroad Ave, North Augusta, GA 29841",332,40,Augusta,"Augusta, Augusta",3.8,Augusta,3,No,Good,Yellow,No,216,Dollar($),No
Sconyers Bar B Que,17294642,33.4086,-82.0327,"2250 Sconyers Way, Augusta, GA 30906",304,25,Augusta,"Augusta, Augusta",3.5,Augusta,2,No,Good,Yellow,No,216,Dollar($),No
Frog Hollow Tavern,17295109,33.478231,-81.974944,"1282 broad street, Augusta, GA 30901",368,40,Augusta,"Augusta, Augusta",4.3,Augusta,3,No,Very Good,Green,No,216,Dollar($),No
Giuseppe's Pizza & Italian Specialities,17294441,33.4827,-82.096,"3690 Wheeler Rd, Augusta, GA 30909",430,25,Augusta,"Augusta, Augusta",4.1,Augusta,2,No,Very Good,Green,No,216,Dollar($),No
Mellow Mushroom,17294552,33.4778,-81.9721,"1167 Broad St, Augusta, GA 30901",433,25,Augusta,"Augusta, Augusta",4.4,Augusta,2,No,Very Good,Green,No,216,Dollar($),No
Nacho Mamas Burritos,17294565,33.4764,-81.9694,"976 Broad St, Augusta, GA 30901",380,10,Augusta,"Augusta, Augusta",4.0,Augusta,1,No,Very Good,Green,No,216,Dollar($),No
Rhinehart's Oyster Bar,17294623,33.5133,-82.0505,"3051 Washington Rd, Augusta, GA 30907",456,25,Augusta,"Augusta, Augusta",4.0,Augusta,2,No,Very Good,Green,No,216,Dollar($),No
Takosushi,17294712,33.4848,-82.0301,"437 Highland Ave, Augusta, GA 30909",647,40,Augusta,"Augusta, Augusta",4.2,Augusta,3,No,Very Good,Green,No,216,Dollar($),No
The Chop House,17295033,33.467201,-82.080788,"Augusta Mall, Augusta, GA 30909",360,40,Augusta,"Augusta, Augusta",4.0,Augusta,3,No,Very Good,Green,No,216,Dollar($),No
The Taj of India,17295069,33.5375868,-82.0805493,"502 Furys Ferry Rd, Augusta, GA 30907",227,25,Augusta,"Augusta, Augusta",4.0,Augusta,2,No,Very Good,Green,No,216,Dollar($),No
Augsburg Haus,17294261,33.544342,-82.143793,"4460 Washington Road, Evans, GA 30809",290,25,Evans,"Evans, Augusta",3.9,Augusta,2,No,Good,Yellow,No,216,Dollar($),No
Pho Bac,17295115,33.532249,-82.126161,"4300 Towne Centre, Evans, GA 30809",270,10,Evans,"Evans, Augusta",4.1,Augusta,1,No,Very Good,Green,No,216,Dollar($),No
Rhinehart's Oyster Bar,17294836,33.521291,-82.141284,"303 North Bel Air Rd, Evans, GA 30809",326,25,Evans,"Evans, Augusta",4.0,Augusta,2,No,Very Good,Green,No,216,Dollar($),No
Thai Kitchen,17294850,33.5406,-82.1328,"4357 Washington Road, Evans, GA 30809",317,35,Evans,"Evans, Augusta",4.3,Augusta,3,No,Very Good,Green,No,216,Dollar($),No
El Kiosco Mexican Restaurant,17294883,33.4574,-82.1997,"5174 Wrightsboro Rd, Grovetown, GA 30813",300,10,Grovetown,"Grovetown, Augusta",4.2,Augusta,1,No,Very Good,Green,No,216,Dollar($),No
Taste of Balingup,16608864,-33.7845269,115.9844924,"63 South Western Hwy, Balingup, WA",21,20,Balingup,"Balingup, Balingup",3.2,Balingup,2,No,Average,Orange,No,14,Dollar($),No
Bridge Road Brewers,16604911,-36.360439,146.685852,"Old Coach House 50 Ford St, Beechworth, Beechworth, VIC",237,20,Beechworth,"Beechworth, Beechworth",4.6,Beechworth,2,No,Excellent,Dark Green,No,14,Dollar($),No
Bardenay,17303465,43.6138,-116.2019,"610 W Grove St, Boise, ID 83702",879,25,Boise,"Boise, Boise",4.5,Boise,2,No,Excellent,Dark Green,No,216,Dollar($),No
Flatbread Neapolitan Pizzeria,17303642,43.616068,-116.203466,"800 W Main Suite 230, Boise, ID 83702",615,25,Boise,"Boise, Boise",4.6,Boise,2,No,Excellent,Dark Green,No,216,Dollar($),No
Goldy's Breakfast Bistro,17303670,43.6149,-116.2023,"108 S Capitol Blvd, Boise, ID 83702",879,25,Boise,"Boise, Boise",4.5,Boise,2,No,Excellent,Dark Green,No,216,Dollar($),No
Chandlers Steakhouse,17303545,43.6157,-116.2064,"981 W Grove St, Boise, ID 83702",379,70,Boise,"Boise, Boise",3.9,Boise,4,No,Good,Yellow,No,216,Dollar($),No
Bar Gernika Basque Pub & Eatery,17303655,43.614,-116.2031,"202 S Capitol Blvd, Boise, ID 83702",303,10,Boise,"Boise, Boise",4.3,Boise,1,No,Very Good,Green,No,216,Dollar($),No
Barbacoa Restaurant,17304691,43.597235,-116.185034,"276 Bobwhite Ct, Boise, ID 83706",538,70,Boise,"Boise, Boise",4.1,Boise,4,No,Very Good,Green,No,216,Dollar($),No
Big Jud's,17303478,43.5945,-116.2062,"1289 Protest Rd, Boise, ID 83706",334,10,Boise,"Boise, Boise",4.2,Boise,1,No,Very Good,Green,No,216,Dollar($),No
Bittercreek Ale House,17303480,43.6167,-116.2022,"246 N 8th St, Boise, ID 83702",555,25,Boise,"Boise, Boise",4.3,Boise,2,No,Very Good,Green,No,216,Dollar($),No
Boise Fry Company,17304733,43.610279,-116.193409,"204 N Capitol Blvd, Boise, ID 83702",823,10,Boise,"Boise, Boise",4.4,Boise,1,No,Very Good,Green,No,216,Dollar($),No
Flying Pie Pizzaria,17303646,43.6192,-116.2625,"6508 W Fairview Ave, Boise, ID 83704",550,25,Boise,"Boise, Boise",4.1,Boise,2,No,Very Good,Green,No,216,Dollar($),No
Fork,17304929,43.616295,-116.202845,"199 N 8th St, Boise, ID 83702",650,25,Boise,"Boise, Boise",4.4,Boise,2,No,Very Good,Green,No,216,Dollar($),No
Guido's Original New York Style Pizza,17303684,43.615,-116.199,"235 N 5th St, Boise, ID 83702",410,10,Boise,"Boise, Boise",4.3,Boise,1,No,Very Good,Green,No,216,Dollar($),No
Los Beto's,17303772,43.6191,-116.2463,"5220 W Fairview Ave, Boise, ID 83706",660,10,Boise,"Boise, Boise",4.4,Boise,1,No,Very Good,Green,No,216,Dollar($),No
Lucianos Italian Restaurant,17305123,43.6051379,-116.245165,"11 N Orchard St, Boise, ID 83706",360,25,Boise,"Boise, Boise",4.4,Boise,2,No,Very Good,Green,No,216,Dollar($),No
Mai Thai Restaurant,17303787,43.6162,-116.2021,"750 W Idaho St, Boise, ID 83702",340,40,Boise,"Boise, Boise",4.0,Boise,3,No,Very Good,Green,No,216,Dollar($),No
Shige Japanese Cuisine,17303990,43.6156,-116.2031,"100 N 8th St, Boise, ID 83702",393,25,Boise,"Boise, Boise",4.1,Boise,2,No,Very Good,Green,No,216,Dollar($),No
The Egg Factory,17304741,43.619274,-116.281809,"8061 W Fairview Ave, Boise, ID 83704",422,10,Boise,"Boise, Boise",4.3,Boise,1,No,Very Good,Green,No,216,Dollar($),No
Tucanos,17304726,43.591706,-116.280614,"1388 S Entertainment Ave, Boise, ID 83709",435,40,Boise,"Boise, Boise",4.0,Boise,3,No,Very Good,Green,No,216,Dollar($),No
Texas Roadhouse,17304486,43.619108,-116.347304,"3801 E Fairview Avenue, Meridian, Boise, ID 83642",369,25,Meridian,"Meridian, Boise",4.0,Boise,2,No,Very Good,Green,No,216,Dollar($),No
Brick 29,17304533,43.5777,-116.5629,"320 11th Avenue S, Nampa, ID 83651",487,40,Nampa,"Nampa, Boise",4.4,Boise,3,No,Very Good,Green,No,216,Dollar($),No
Winifreds,17316233,42.0179,-91.6336,"3847 1st Ave SE, Cedar Rapids, IA 52402",98,40,Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",3.7,Cedar Rapids/Iowa City,3,No,Good,Yellow,No,216,Dollar($),No
Biaggi's Ristorante Italiano,17315883,42.0281,-91.6327,"320 Collins Rd NE, Cedar Rapids, IA 52402",365,40,Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",4.1,Cedar Rapids/Iowa City,3,No,Very Good,Green,No,216,Dollar($),No
El Super Burrito,17315995,41.9748,-91.7148,"3300 Johnson Ave NW, Cedar Rapids, IA 52405",190,10,Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",4.1,Cedar Rapids/Iowa City,1,No,Very Good,Green,No,216,Dollar($),No
Granite City Food & Brewery,17316018,42.0249,-91.6224,"4755 1st Ave SE, Cedar Rapids, IA 52402",429,40,Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",4.1,Cedar Rapids/Iowa City,3,No,Very Good,Green,No,216,Dollar($),No
Irish Democrat,17316038,42.01,-91.6347,"3207 1st Ave SE, Cedar Rapids, IA 52402",430,25,Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",4.4,Cedar Rapids/Iowa City,2,No,Very Good,Green,No,216,Dollar($),No
Taste of India,17316771,42.0215347,-91.6499622,"1060 Old Marion Rd NE, Cedar Rapids, IA 52402",186,25,Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",4.2,Cedar Rapids/Iowa City,2,No,Very Good,Green,No,216,Dollar($),No
Thai Moon Restaurant,17316201,41.9639,-91.7266,"4362 16th Ave SW, Cedar Rapids, IA 52404",220,10,Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",4.2,Cedar Rapids/Iowa City,1,No,Very Good,Green,No,216,Dollar($),No
Ting's Red Lantern,17316208,42.0468,-91.6394,"540 Boyson Rd NE, Cedar Rapids, IA 52402",347,10,Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",4.2,Cedar Rapids/Iowa City,1,No,Very Good,Green,No,216,Dollar($),No
Monica's,17316389,41.670466,-91.569767,"303 2nd Street, Coralville, IA 52241",161,25,Coralville,"Coralville, Cedar Rapids/Iowa City",3.8,Cedar Rapids/Iowa City,2,No,Good,Yellow,No,216,Dollar($),No
Exotic India,17316278,41.6685,-91.5687,"102 2nd Ave, Coralville, IA 52241",160,25,Coralville,"Coralville, Cedar Rapids/Iowa City",4.1,Cedar Rapids/Iowa City,2,No,Very Good,Green,No,216,Dollar($),No
Shorts Burger and Shine,17316744,41.660982,-91.534424,"18 S Clinton St, Iowa City, IA 52240",820,10,Iowa City,"Iowa City, Cedar Rapids/Iowa City",4.9,Cedar Rapids/Iowa City,1,No,Excellent,Dark Green,No,216,Dollar($),No
The Hamburg Inn No. 2 Inc.,17316751,41.663849,-91.531414,"214 N Linn St, Iowa City, IA 52245",488,10,Iowa City,"Iowa City, Cedar Rapids/Iowa City",4.5,Cedar Rapids/Iowa City,1,No,Excellent,Dark Green,No,216,Dollar($),No
Bluebird Diner,17316766,41.663751,-91.531093,"330 E Market St, Iowa City, IA 52245",253,25,Iowa City,"Iowa City, Cedar Rapids/Iowa City",3.6,Cedar Rapids/Iowa City,2,No,Good,Yellow,No,216,Dollar($),No
Graze,17316743,41.658691,-91.534302,"115 East College St, Iowa City, IA 52240",220,40,Iowa City,"Iowa City, Cedar Rapids/Iowa City",3.8,Cedar Rapids/Iowa City,3,No,Good,Yellow,No,216,Dollar($),No
A & A Pagliai's Pizza,17316374,41.6648,-91.5314,"302 E Bloomington St, Iowa City, IA 52245",485,25,Iowa City,"Iowa City, Cedar Rapids/Iowa City",4.3,Cedar Rapids/Iowa City,2,No,Very Good,Green,No,216,Dollar($),No
Atlas World Grill,17316381,41.661,-91.5341,"127 Iowa Ave, Iowa City, IA 52240",428,40,Iowa City,"Iowa City, Cedar Rapids/Iowa City",4.3,Cedar Rapids/Iowa City,3,No,Very Good,Green,No,216,Dollar($),No
BlackStone,17316802,41.667742,-91.482165,"503 Westbury Dr Ste 1, Iowa City, IA 52245",294,25,Iowa City,"Iowa City, Cedar Rapids/Iowa City",4.1,Cedar Rapids/Iowa City,2,No,Very Good,Green,No,216,Dollar($),No
Devotay,17316416,41.6625,-91.5318,"117 N Linn St, Iowa City, IA 52245",380,40,Iowa City,"Iowa City, Cedar Rapids/Iowa City",4.0,Cedar Rapids/Iowa City,3,No,Very Good,Green,No,216,Dollar($),No
Jimmy Jack's Rib Shack,17316449,41.6428,-91.5074,"1940 Lower Muscatine Rd, Iowa City, IA 52240",259,25,Iowa City,"Iowa City, Cedar Rapids/Iowa City",4.2,Cedar Rapids/Iowa City,2,No,Very Good,Green,No,216,Dollar($),No
Zoeys Pizzeria,17316603,42.0331,-91.5995,"690 10th St, Marion, IA 52302",433,25,Marion,"Marion, Cedar Rapids/Iowa City",4.7,Cedar Rapids/Iowa City,2,No,Excellent,Dark Green,No,216,Dollar($),No
Tokyo Sushi,16659169,42.397683,-82.188438,"150 Richmond St, Chatham-Kent, ON N7M2V2",176,25,Chatham-Kent,"Chatham-Kent, Chatham-Kent",3.7,Chatham-Kent,2,No,Good,Yellow,No,37,Dollar($),No
Berry Patch Restaurant,17558684,46.126967,-123.368151,"49289 Us-30, Westport, OR 97016",96,10,Clatskanie,"Clatskanie, Clatskanie",4.3,Clatskanie,1,No,Very Good,Green,No,216,Dollar($),No
Sakura Sushi & Grill,18366580,51.183934,-114.472474,"130 Quarry Street, Unit 20, Cochrane, AB T4C 0W5",6,25,Cochrane,"Cochrane, Cochrane",3.1,Cochrane,2,No,Average,Orange,No,216,Dollar($),No
Uptown Vietnam cuisine,17330755,32.470315,-84.992671,"1250 Broadway, Columbus, GA 31901",33,10,Columbus,"Columbus, Columbus",3.3,Columbus,1,No,Average,Orange,No,216,Dollar($),No
Cafe Le Rue @ The Landings,17330611,32.519247,-84.95591,"2523 Airport Thruway, Columbus, GA 31904",489,25,Columbus,"Columbus, Columbus",4.6,Columbus,2,No,Excellent,Dark Green,No,216,Dollar($),No
Mark's City Grille,17330609,32.555591,-84.927047,"7160 moon road, Columbus, GA 31909",345,25,Columbus,"Columbus, Columbus",4.5,Columbus,2,No,Excellent,Dark Green,No,216,Dollar($),No
B Merrell's,17330024,32.5577,-84.9436,"7600 Veterans Pkwy, Columbus, GA 31909",149,25,Columbus,"Columbus, Columbus",3.8,Columbus,2,No,Good,Yellow,No,216,Dollar($),No
Cannon Brewpub,17330074,32.4656,-84.9936,"1041 Broadway, Columbus, GA 31901",330,25,Columbus,"Columbus, Columbus",3.9,Columbus,2,No,Good,Yellow,No,216,Dollar($),No
Fuji Japanese Steak House,17330185,32.5382197,-84.954984,"6499 Veterans Pkwy, Columbus, GA 31909",247,40,Columbus,"Columbus, Columbus",3.9,Columbus,3,No,Good,Yellow,No,216,Dollar($),No
Ruth Ann's Family Restaurant,17330397,32.4637,-84.9876,"941 Veterans Parkway, Columbus, GA 31901",123,10,Columbus,"Columbus, Columbus",3.7,Columbus,1,No,Good,Yellow,No,216,Dollar($),No
Samurai Japanese Cuisine & Sushi Bar,17330735,32.4652417,-84.9933631,"1009 Broadway, Columbus, GA 31901",109,40,Columbus,"Columbus, Columbus",3.6,Columbus,3,No,Good,Yellow,No,216,Dollar($),No
Wasabi Sushi and Thai,17330676,32.534002,-84.96661,"1639 Bradley Park Dr, Columbus, GA 31904",134,40,Columbus,"Columbus, Columbus",3.7,Columbus,3,No,Good,Yellow,No,216,Dollar($),No
Buckhead Bar and Grill,17330048,32.513154,-84.95367,"5010 Armour Rd, Columbus, GA 31904",722,40,Columbus,"Columbus, Columbus",4.2,Columbus,3,No,Very Good,Green,No,216,Dollar($),No
Burt's Butcher Shoppe and Eatery,17330604,32.504657,-84.947569,"2932 Warm Springs Rd, Columbus, GA 31909",213,25,Columbus,"Columbus, Columbus",4.3,Columbus,2,No,Very Good,Green,No,216,Dollar($),No
Chef Lee's Peking Restaurant,17330087,32.5393,-84.9607,"6100 Bradley Park Dr, Columbus, GA 31904",335,25,Columbus,"Columbus, Columbus",4.0,Columbus,2,No,Very Good,Green,No,216,Dollar($),No
Country's Barbecue,17330137,32.4792,-84.9464,"3137 Mercury Dr, Columbus, GA 31906",353,25,Columbus,"Columbus, Columbus",4.0,Columbus,2,No,Very Good,Green,No,216,Dollar($),No
Deorio's,17330155,32.481,-84.9427,"3201 Macon Rd Ste 167, Columbus, GA 31906",170,0,Columbus,"Columbus, Columbus",4.0,Columbus,1,No,Very Good,Green,No,216,Dollar($),No
Mellow Mushroom,17330309,32.5321,-84.9557,"6100 Veterans Pkwy, Columbus, GA 31909",192,25,Columbus,"Columbus, Columbus",4.1,Columbus,2,No,Very Good,Green,No,216,Dollar($),No
Meritage,17330311,32.466158,-84.992093,"1039 1st Ave, Columbus, GA 31901",302,40,Columbus,"Columbus, Columbus",4.1,Columbus,3,No,Very Good,Green,No,216,Dollar($),No
Mongo The Mongolian Fire Pit,17330615,32.560905,-84.938698,"7830 - E Veterans Pkwy, Columbus, GA 31909",355,10,Columbus,"Columbus, Columbus",4.2,Columbus,1,No,Very Good,Green,No,216,Dollar($),No
The Black Cow,17330638,32.468757,-84.991384,"115 A 12th St, Columbus, GA 31901",287,25,Columbus,"Columbus, Columbus",4.3,Columbus,2,No,Very Good,Green,No,216,Dollar($),No
Wood Stone,17330628,32.527217,-84.963201,"5739 Whitesville Rd, Columbus, GA 31904",264,40,Columbus,"Columbus, Columbus",4.0,Columbus,3,No,Very Good,Green,No,216,Dollar($),No
Hunter's Pub,17330546,32.7455,-85.0213,"11269 GA Hwy 219, Hamilton, GA 31811",235,40,Hamilton,"Hamilton, Columbus",4.4,Columbus,3,No,Very Good,Green,No,216,Dollar($),No
Consort Restaurant,16643459,52.0082889,-110.7746994,"4931 50th Street, Consort, AB T0C 1B0",6,25,Consort,"Consort, Consort",3.0,Consort,2,No,Average,Orange,No,37,Dollar($),No
Thatcher's Barbeque and Grill,17334434,34.5251331,-84.9396931,"1214 N Wall St, Calhoun, GA 30701",38,25,Calhoun,"Calhoun, Dalton",3.7,Dalton,2,No,Good,Yellow,No,216,Dollar($),No
Christian and Jake's Bistro,17334348,34.474635,-84.926258,"555 Georgia Hwy 53, Calhoun, GA 30701",122,10,Calhoun,"Calhoun, Dalton",4.4,Dalton,1,No,Very Good,Green,No,216,Dollar($),No
Dub's High on the Hog,17334213,34.4972488,-84.9523921,"349 S Wall St, Calhoun, GA 30701",207,25,Calhoun,"Calhoun, Dalton",4.4,Dalton,2,No,Very Good,Green,No,216,Dollar($),No
Sierra's Mexican Restaurant,17334355,34.752476,-84.767911,"500 S. 3rd Avenue, Chatsworth, GA 30705",66,10,Chatsworth,"Chatsworth, Dalton",3.9,Dalton,1,No,Good,Yellow,No,216,Dollar($),No
Oakwood Cafe,17334212,34.769686,-84.969393,"201 West Cuyler Street, Dalton, GA 30720",249,10,Dalton,"Dalton, Dalton",4.9,Dalton,1,No,Excellent,Dark Green,No,216,Dollar($),No
Chili's Grill & Bar,17333797,34.7643,-85.0039,"881 College Dr, Dalton, GA 30720",63,25,Dalton,"Dalton, Dalton",3.8,Dalton,2,No,Good,Yellow,No,216,Dollar($),No
Fuji Japanese Steakhouse,17334217,34.759551,-84.992342,"1321 W Walnut Ave, Dalton, GA 30720",145,40,Dalton,"Dalton, Dalton",3.8,Dalton,3,No,Good,Yellow,No,216,Dollar($),No
Las Palmas,17334273,34.759665,-84.992924,"1331 W Walnut Ave, Dalton, GA 30720",83,10,Dalton,"Dalton, Dalton",3.8,Dalton,1,No,Good,Yellow,No,216,Dollar($),No
Tony's Italian Restaurant & Pizza,17334254,34.758645,-84.999678,"933 Market St, Dalton, GA 30720",116,25,Dalton,"Dalton, Dalton",3.7,Dalton,2,No,Good,Yellow,No,216,Dollar($),No
Filling Station,17333836,34.7742,-84.9678,"316 N Hamilton St, Dalton, GA 30720",122,10,Dalton,"Dalton, Dalton",4.1,Dalton,1,No,Very Good,Green,No,216,Dollar($),No
Five Guys Burgers and Fries,17334197,34.759273,-84.990925,"1303 W. Walnut Ave., Dalton, GA 30720",142,10,Dalton,"Dalton, Dalton",4.1,Dalton,1,No,Very Good,Green,No,216,Dollar($),No
Los Pablos,17333882,34.7604,-84.9964,"1513 W Walnut Ave Ste 6, Dalton, GA 30720",114,10,Dalton,"Dalton, Dalton",4.1,Dalton,1,No,Very Good,Green,No,216,Dollar($),No
Kobe Hibachi & Sushi,17334211,34.9428786,-85.2229101,"2603 Battlefield Pkwy, Fort Oglethorpe, GA 30742",214,25,Fort Oglethorpe,"Fort Oglethorpe, Dalton",4.6,Dalton,2,No,Excellent,Dark Green,No,216,Dollar($),No
Soho Hibachi,17334390,34.9528157,-85.246237,"1014 Battlefield Parkway, Fort Oglethorpe, GA 30742",116,10,Fort Oglethorpe,"Fort Oglethorpe, Dalton",4.3,Dalton,1,No,Very Good,Green,No,216,Dollar($),No
Thai Garden,17334034,34.9546,-85.2545,"685 Battlefield Pkwy, Fort Oglethorpe, GA 30742",111,25,Fort Oglethorpe,"Fort Oglethorpe, Dalton",4.2,Dalton,2,No,Very Good,Green,No,216,Dollar($),No
Southern Bliss Bakery,17334414,34.705093,-85.294955,"300 W Patton St., Lafayette, GA 30728",25,10,LaFayette,"LaFayette, Dalton",3.7,Dalton,1,No,Good,Yellow,No,216,Dollar($),No
