1(String),2(String),3(String),4(String),6(Int),7(Int),8(Int),9(Int),10(Int),11(Int)
d1zwd__,1zwd,,j.15.1.1,58231,58378,58379,58380,58381,58382
d1bzg__,1bzg,,j.15.1.1,58231,58378,58379,58380,58381,58382
d1zwc__,1zwc,,j.15.1.1,58231,58378,58379,58380,58381,58383
d1go9a_,1go9,A:,j.16.1.1,58231,58384,58385,58386,58387,58388
d1goea_,1goe,A:,j.16.1.1,58231,58384,58385,58386,58387,58388
d1lyp__,1lyp,,j.17.1.1,58231,58389,58390,58391,58392,58393
d1psm__,1psm,,j.18.1.1,58231,58394,58395,58396,58397,58398
d2mlta_,2mlt,A:,j.19.1.1,58231,58399,58400,58401,58402,58403
d2mltb_,2mlt,B:,j.19.1.1,58231,58399,58400,58401,58402,58403
d1bh1__,1bh1,,j.19.1.1,58231,58399,58400,58401,58402,58403
d1d7na_,1d7n,A:,j.19.1.1,58231,58399,58400,58401,64623,64624
d1g92a_,1g92,A:,j.19.1.2,58231,58399,58400,103712,103713,103714
d1ter__,1ter,,j.20.1.1,58231,58404,58405,58406,58407,58408
d1wfba_,1wfb,A:,j.21.1.1,58231,58409,58410,58411,58412,58413
d1wfbb_,1wfb,B:,j.21.1.1,58231,58409,58410,58411,58412,58413
d1wfaa_,1wfa,A:,j.21.1.1,58231,58409,58410,58411,58412,58413
d1wfab_,1wfa,B:,j.21.1.1,58231,58409,58410,58411,58412,58413
d1j5ba_,1j5b,A:,j.21.1.1,58231,58409,58410,58411,58412,58413
d1a2xb_,1a2x,B:,j.22.1.1,58231,58414,58415,58416,58417,58418
d1mxli_,1mxl,I:,j.22.1.1,58231,58414,58415,58416,58417,58419
d1lxfi_,1lxf,I:,j.22.1.1,58231,58414,58415,58416,58417,58419
d1nim__,1nim,,j.23.1.1,58231,58420,58421,58422,58423,58424
d1pak__,1pak,,j.23.1.1,58231,58420,58421,58422,58423,58424
d1paj__,1paj,,j.23.1.1,58231,58420,58421,58422,58423,58424
d1nil__,1nil,,j.23.1.1,58231,58420,58421,58422,58423,58424
d1pao__,1pao,,j.23.1.1,58231,58420,58421,58422,58423,58425
d1pan__,1pan,,j.23.1.1,58231,58420,58421,58422,58423,58425
d1kb8__,1kb8,,j.23.1.1,58231,58420,58421,58422,58423,58426
d1kb7__,1kb7,,j.23.1.1,58231,58420,58421,58422,58423,58426
d1rpc__,1rpc,,j.24.1.1,58231,58427,58428,58429,58430,58431
d1rpb__,1rpb,,j.24.1.1,58231,58427,58428,58429,58430,58431
d1anp__,1anp,,j.25.1.1,58231,58432,58433,58434,58435,58436
d1a1p__,1a1p,,j.26.1.1,58231,58437,58438,58439,58440,58441
d1d6xa_,1d6x,A:,j.27.1.1,58231,58442,58443,58444,58445,58446
d1g89a_,1g89,A:,j.27.1.1,58231,58442,58443,58444,58447,58448
d1qx9a_,1qx9,A:,j.27.1.1,58231,58442,58443,58444,58447,58448
d1g8ca_,1g8c,A:,j.27.1.1,58231,58442,58443,58444,58447,58448
d1qxqa_,1qxq,A:,j.27.1.1,58231,58442,58443,58444,58447,58448
d1hr1a_,1hr1,A:,j.27.1.1,58231,58442,58443,58444,58447,58448
d1edn__,1edn,,j.28.1.1,58231,58449,58450,58451,58452,58453
d1v6ra_,1v6r,A:,j.28.1.1,58231,58449,58450,58451,58452,58453
d1edp__,1edp,,j.28.1.1,58231,58449,58450,58451,58452,58453
d6cmha_,6cmh,A:,j.28.1.1,58231,58449,58450,58451,58452,58454
d3cmha_,3cmh,A:,j.28.1.1,58231,58449,58450,58451,58452,58454
d1srb__,1srb,,j.28.1.1,58231,58449,58450,58451,58455,58456
d1etl__,1etl,,j.29.1.1,58231,58457,58458,58459,58460,58461
d1etn__,1etn,,j.29.1.1,58231,58457,58458,58459,58460,58461
d1etm__,1etm,,j.29.1.1,58231,58457,58458,58459,58460,58461
d1gna__,1gna,,j.29.1.1,58231,58457,58458,58459,58462,58463
d1gnb__,1gnb,,j.29.1.1,58231,58457,58458,58459,58462,58463
d1uya__,1uya,,j.29.1.1,58231,58457,58458,58459,58462,58463
d1uyb__,1uyb,,j.29.1.1,58231,58457,58458,58459,58462,58463
d1tch__,1tch,,j.30.1.1,58231,58464,58465,58466,58467,58468
d1tck__,1tck,,j.30.1.1,58231,58464,58465,58466,58467,58468
d1tcj__,1tcj,,j.30.1.1,58231,58464,58465,58466,58467,58468
d1tcg__,1tcg,,j.30.1.1,58231,58464,58465,58466,58467,58468
d4kmb22,4kmb,2:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d4kmb32,4kmb,3:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1afa12,1afa,1:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1afa22,1afa,2:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1afa32,1afa,3:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1bch12,1bch,1:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1bch22,1bch,2:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1bch32,1bch,3:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1kmb12,1kmb,1:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1kmb22,1kmb,2:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1kmb32,1kmb,3:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1afd12,1afd,1:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1afd22,1afd,2:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1afd32,1afd,3:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1bcj12,1bcj,1:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1bcj22,1bcj,2:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1bcj32,1bcj,3:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1kx1a2,1kx1,A:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1kx1b2,1kx1,B:73-104,h.1.1.1,57942,57943,57944,57945,57946,57947
d1jpwe_,1jpw,E:,j.71.1.1,58231,58753,58754,58755,70015,70016
d1jpwf_,1jpw,F:,j.71.1.1,58231,58753,58754,58755,70015,70016
d1i7wb_,1i7w,B:,j.71.1.1,58231,58753,58754,58755,64636,64637
d1i7wd_,1i7w,D:,j.71.1.1,58231,58753,58754,58755,64636,64637
d1i7xb_,1i7x,B:,j.71.1.1,58231,58753,58754,58755,64636,64637
d1i7xd_,1i7x,D:,j.71.1.1,58231,58753,58754,58755,64636,64637
d1f83b_,1f83,B:,j.72.1.1,58231,58758,58759,58760,58761,58762
d1f83c_,1f83,C:,j.72.1.1,58231,58758,58759,58760,58761,58762
d1hffa_,1hff,A:,j.73.1.1,58231,58763,58764,58765,58766,58767
d1eqxa_,1eqx,A:,j.74.1.1,58231,58768,58769,58770,58771,58772
d1ho0a_,1ho0,A:,j.75.1.1,58231,58773,58774,58775,58776,58777
d1e0qa_,1e0q,A:,j.76.1.1,58231,58778,58779,58780,58781,58782
d1ei0a_,1ei0,A:,j.77.1.1,58231,58783,58784,58785,58786,58787
d1ejqa_,1ejq,A:,j.80.1.1,58231,64638,64639,64640,64641,64642
d1ejqb_,1ejq,B:,j.80.1.1,58231,64638,64639,64640,64641,64642
d1ejpa_,1ejp,A:,j.80.1.1,58231,64638,64639,64640,64641,64642
d1ejpb_,1ejp,B:,j.80.1.1,58231,64638,64639,64640,64641,64642
d1hj0a_,1hj0,A:,j.86.1.1,58231,70017,70018,70019,70020,70021
d1sqkb_,1sqk,B:,j.86.1.1,58231,70017,70018,70019,111514,111515
d1geaa_,1gea,A:,j.81.1.1,58231,64643,64644,64645,64646,64647
d1e9ka_,1e9k,A:,j.87.1.1,58231,70022,70023,70024,70025,70026
d1h7da_,1h7d,A:,j.88.1.1,58231,70027,70028,70029,70030,70031
d1h7ja_,1h7j,A:,j.88.1.1,58231,70027,70028,70029,70030,70031
d1hzna_,1hzn,A:,j.82.1.1,58231,64648,64649,64650,64651,64652
d1l4ta_,1l4t,A:,j.82.1.1,58231,64648,64649,64650,82990,82991
d1jo6a_,1jo6,A:,j.89.1.1,58231,70032,70033,70034,70035,70036
d1jbla_,1jbl,A:,j.83.1.1,58231,64653,64654,64655,64656,64657
d1jbna_,1jbn,A:,j.83.1.1,58231,64653,64654,64655,64656,64657
d1s4ta_,1s4t,A:,j.90.1.1,58231,70037,70038,70039,70040,70041
d1g04a_,1g04,A:,j.90.1.1,58231,70037,70038,70039,70040,70041
d1m25a_,1m25,A:,j.90.1.1,58231,70037,70038,70039,70040,70041
d1oeha_,1oeh,A:,j.90.1.1,58231,70037,70038,70039,70040,103755
d1oeia_,1oei,A:,j.90.1.1,58231,70037,70038,70039,70040,103755
d1hn3a_,1hn3,A:,j.91.1.1,58231,70042,70043,70044,70045,70046
d1kz5a_,1kz5,A:,j.92.1.1,58231,70047,70048,70049,70050,70051
d1omqa_,1omq,A:,j.92.1.1,58231,70047,70048,70049,70050,70051
d1kz0a_,1kz0,A:,j.92.1.1,58231,70047,70048,70049,70050,70051
d1kz2a_,1kz2,A:,j.92.1.1,58231,70047,70048,70049,70050,70051
d1frya_,1fry,A:,j.93.1.1,58231,75751,75752,75753,75754,75755
d1hu7a_,1hu7,A:,j.93.1.1,58231,75751,75752,75753,75754,75755
d1hu5a_,1hu5,A:,j.93.1.1,58231,75751,75752,75753,75754,75755
d1hu6a_,1hu6,A:,j.93.1.1,58231,75751,75752,75753,75754,75755
d1hlla_,1hll,A:,j.94.1.1,58231,75756,75757,75758,75759,75760
d1ho9a_,1ho9,A:,j.94.1.1,58231,75756,75757,75758,75759,75760
d1hofa_,1hof,A:,j.94.1.1,58231,75756,75757,75758,75759,75760
d1hoda_,1hod,A:,j.94.1.1,58231,75756,75757,75758,75759,75760
d1lv4a_,1lv4,A:,j.95.1.1,58231,75761,75762,75763,75764,75765
d1n2ya_,1n2y,A:,j.95.1.1,58231,75761,75762,75763,75764,75765
d1mpva_,1mpv,A:,j.98.1.1,58231,82992,82993,82994,82995,82996
d1iwfa_,1iwf,A:,j.99.1.1,58231,82997,82998,82999,83000,83001
d1iwca_,1iwc,A:,j.99.1.1,58231,82997,82998,82999,83000,83001
d1l1ka_,1l1k,A:,j.100.1.1,58231,83002,83003,83004,83005,83006
d1lvqa_,1lvq,A:,j.101.1.1,58231,83007,83008,83009,83010,83011
d1lvra_,1lvr,A:,j.101.1.1,58231,83007,83008,83009,83010,83011
d1jj2g_,1jj2,G:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1m90i_,1m90,I:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1s72g_,1s72,G:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1njii_,1nji,I:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1q81i_,1q81,I:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1q82i_,1q82,I:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1kc8i_,1kc8,I:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1qvfg_,1qvf,G:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1k9mi_,1k9m,I:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1kd1i_,1kd1,I:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1k8ai_,1k8a,I:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1kqsg_,1kqs,G:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1q7yi_,1q7y,I:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1qvgg_,1qvg,G:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1n8ri_,1n8r,I:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1k73i_,1k73,I:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1q86i_,1q86,I:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1m1ki_,1m1k,I:,j.84.1.1,58231,64658,64659,64660,64661,64662
d1o06a_,1o06,A:,j.105.1.1,58231,90302,90303,90304,90305,90306
d1q0va_,1q0v,A:,j.105.1.1,58231,90302,90303,90304,90305,90306
d1q0wa_,1q0w,A:,j.105.1.1,58231,90302,90303,90304,90305,90306
d1uelb_,1uel,B:,j.105.1.1,58231,90302,90303,90304,103756,103757
d1p9ds_,1p9d,S:,j.105.1.1,58231,90302,90303,90304,103756,103757
d1p9ca_,1p9c,A:,j.105.1.1,58231,90302,90303,90304,103756,103757
d1dvwa_,1dvw,A:,j.109.1.1,58231,103758,103759,103760,103761,103762
d1ixua_,1ixu,A:,j.110.1.1,58231,103763,103764,103765,103766,103767
d1s4ha_,1s4h,A:,j.111.1.1,58231,103768,103769,103770,103771,103772
d1s4ja_,1s4j,A:,j.111.1.1,58231,103768,103769,103770,103771,103773
d1gk4e_,1gk4,E:,h.1.20.1,57942,57943,64593,64594,64595,64596
d1gk4f_,1gk4,F:,h.1.20.1,57942,57943,64593,64594,64595,64596
d1dipa_,1dip,A:,h.1.12.1,57942,57943,58026,58027,58028,58029
d1dipb_,1dip,B:,h.1.12.1,57942,57943,58026,58027,58028,58029
d1g1ja_,1g1j,A:,h.1.13.1,57942,57943,58030,58031,58032,58033
d1g1jb_,1g1j,B:,h.1.13.1,57942,57943,58030,58031,58032,58033
d1g1ia_,1g1i,A:,h.1.13.1,57942,57943,58030,58031,58032,58033
d1g1ib_,1g1i,B:,h.1.13.1,57942,57943,58030,58031,58032,58033
d1lj2a_,1lj2,A:,h.1.13.2,57942,57943,58030,75699,75700,75701
d1lj2b_,1lj2,B:,h.1.13.2,57942,57943,58030,75699,75700,75701
d1o1fv_,1o1f,V:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1fw_,1o1f,W:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1fx_,1o1f,X:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1fy_,1o1f,Y:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1fz_,1o1f,Z:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1ba_,1o1b,A:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1bd_,1o1b,D:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1bg_,1o1b,G:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1bj_,1o1b,J:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1bb_,1o1b,B:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1be_,1o1b,E:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1bh_,1o1b,H:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1bk_,1o1b,K:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1bc_,1o1b,C:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1bf_,1o1b,F:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1bi_,1o1b,I:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1bl_,1o1b,L:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1b0_,1o1b,0:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1b1_,1o1b,1:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1b2_,1o1b,2:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1b3_,1o1b,3:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1b4_,1o1b,4:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1b5_,1o1b,5:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1b7_,1o1b,7:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1b8_,1o1b,8:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1b9_,1o1b,9:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1bv_,1o1b,V:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1bw_,1o1b,W:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1bx_,1o1b,X:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1by_,1o1b,Y:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o1bz_,1o1b,Z:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwa_,1mvw,A:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwd_,1mvw,D:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwg_,1mvw,G:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwj_,1mvw,J:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwm_,1mvw,M:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwp_,1mvw,P:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwb_,1mvw,B:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwe_,1mvw,E:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwh_,1mvw,H:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwk_,1mvw,K:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwn_,1mvw,N:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwq_,1mvw,Q:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwc_,1mvw,C:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwf_,1mvw,F:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwi_,1mvw,I:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwl_,1mvw,L:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwo_,1mvw,O:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwr_,1mvw,R:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvw1_,1mvw,1:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvw2_,1mvw,2:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvw3_,1mvw,3:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvw4_,1mvw,4:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvw5_,1mvw,5:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvw6_,1mvw,6:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvw7_,1mvw,7:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvw8_,1mvw,8:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvw9_,1mvw,9:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwv_,1mvw,V:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvww_,1mvw,W:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwx_,1mvw,X:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwy_,1mvw,Y:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1mvwz_,1mvw,Z:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o18a_,1o18,A:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o18d_,1o18,D:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o18g_,1o18,G:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o18j_,1o18,J:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o18m_,1o18,M:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o18p_,1o18,P:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o18e_,1o18,E:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o18h_,1o18,H:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o18k_,1o18,K:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o18n_,1o18,N:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o18q_,1o18,Q:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1o18f_,1o18,F:,i.15.1.1,58117,64616,64617,64618,82952,82953
d1hlzb_,1hlz,B:,g.39.1.2,56992,57715,57716,57721,57734,57735
d1kb2a_,1kb2,A:,g.39.1.2,56992,57715,57716,57721,75686,75687
d1kb2b_,1kb2,B:,g.39.1.2,56992,57715,57716,57721,75686,75687
d1kb4a_,1kb4,A:,g.39.1.2,56992,57715,57716,57721,75686,75687
d1kb4b_,1kb4,B:,g.39.1.2,56992,57715,57716,57721,75686,75687
d1kb6a_,1kb6,A:,g.39.1.2,56992,57715,57716,57721,75686,75687
d1kb6b_,1kb6,B:,g.39.1.2,56992,57715,57716,57721,75686,75687
d1r4ia_,1r4i,A:,g.39.1.2,56992,57715,57716,57721,111439,111440
d1r4ib_,1r4i,B:,g.39.1.2,56992,57715,57716,57721,111439,111440
d1pzwa_,1pzw,A:,g.39.1.10,56992,57715,57716,103605,103606,103607
d1ctl_1,1ctl,1-35,g.39.1.3,56992,57715,57716,57736,57737,57738
d1ctl_2,1ctl,36-85,g.39.1.3,56992,57715,57716,57736,57737,57738
d1b8ta1,1b8t,A:1-35,g.39.1.3,56992,57715,57716,57736,57737,57738
d1b8ta2,1b8t,A:36-100,g.39.1.3,56992,57715,57716,57736,57737,57738
d1b8ta3,1b8t,A:101-143,g.39.1.3,56992,57715,57716,57736,57737,57738
d1b8ta4,1b8t,A:144-192,g.39.1.3,56992,57715,57716,57736,57737,57738
d1ibia1,1ibi,A:117-144,g.39.1.3,56992,57715,57716,57736,57737,57739
d1pnu3_,1pnu,3:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnu4_,1pnu,4:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnu5_,1pnu,5:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnu9_,1pnu,9:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnua_,1pnu,A:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnub_,1pnu,B:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnuc_,1pnu,C:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnud_,1pnu,D:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnue_,1pnu,E:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnuf_,1pnu,F:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnug_,1pnu,G:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnuh_,1pnu,H:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnui_,1pnu,I:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnuj_,1pnu,J:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnuk_,1pnu,K:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnul_,1pnu,L:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnum_,1pnu,M:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnun_,1pnu,N:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnuo_,1pnu,O:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnup_,1pnu,P:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnuq_,1pnu,Q:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnur_,1pnu,R:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnus_,1pnu,S:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnut_,1pnu,T:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnuu_,1pnu,U:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnuv_,1pnu,V:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnuw_,1pnu,W:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnux_,1pnu,X:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnuy_,1pnu,Y:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnuz_,1pnu,Z:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pny0_,1pny,0:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pny1_,1pny,1:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pny2_,1pny,2:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pny3_,1pny,3:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pny4_,1pny,4:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pny5_,1pny,5:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pny9_,1pny,9:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnya_,1pny,A:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyb_,1pny,B:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyc_,1pny,C:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyd_,1pny,D:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnye_,1pny,E:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyf_,1pny,F:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyg_,1pny,G:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyh_,1pny,H:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyi_,1pny,I:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyj_,1pny,J:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyk_,1pny,K:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyl_,1pny,L:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnym_,1pny,M:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyn_,1pny,N:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyo_,1pny,O:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyp_,1pny,P:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyq_,1pny,Q:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyr_,1pny,R:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnys_,1pny,S:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyt_,1pny,T:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyu_,1pny,U:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyv_,1pny,V:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyw_,1pny,W:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyx_,1pny,X:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyy_,1pny,Y:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1pnyz_,1pny,Z:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1t1oa_,1t1o,A:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1t1ob_,1t1o,B:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1t1oc_,1t1o,C:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1t1ma_,1t1m,A:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1t1mb_,1t1m,B:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1t1mc_,1t1m,C:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1qzab_,1qza,B:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1qzda_,1qzd,A:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1mj1a_,1mj1,A:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1mj1d_,1mj1,D:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1mj1c_,1mj1,C:,i.1.1.1,58117,58118,58119,58120,58121,58123
d1gr5n_,1gr5,N:,i.16.1.1,58117,69998,69999,70000,70001,70002
d1gr6a_,1gr6,A:,i.16.1.1,58117,69998,69999,70000,70001,70002
d1gr6b_,1gr6,B:,i.16.1.1,58117,69998,69999,70000,70001,70002
d1gr6c_,1gr6,C:,i.16.1.1,58117,69998,69999,70000,70001,70002
d1gr6d_,1gr6,D:,i.16.1.1,58117,69998,69999,70000,70001,70002
