fnlwgt,age,hours-per-week,occupation,education-num,capital-gain,workclass,relationship,marital-status,education,race,native-country,capital-loss,sex
309903,32,25,Other-service,6,0,Private,Unmarried,Never-married,10th,White,United-States,0,Female
256984,55,40,Other-service,10,0,State-gov,Husband,Married-civ-spouse,Some-college,Black,United-States,0,Male
181723,22,30,Farming-fishing,10,0,Private,Husband,Married-civ-spouse,Some-college,White,Germany,0,Male
101020,37,55,Exec-managerial,13,4787,Private,Not-in-family,Separated,Bachelors,White,United-States,0,Male
106900,44,40,Craft-repair,13,0,Self-emp-not-inc,Not-in-family,Divorced,Bachelors,White,United-States,0,Male
195770,24,40,Exec-managerial,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
102737,49,40,Craft-repair,11,0,Private,Not-in-family,Divorced,Assoc-voc,White,United-States,0,Male
191779,35,40,Craft-repair,10,0,Local-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
99479,56,46,Sales,10,5013,Self-emp-not-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
196891,62,40,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
54341,31,45,Handlers-cleaners,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
140001,21,30,Handlers-cleaners,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
248220,26,40,Adm-clerical,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
172962,53,40,Prof-specialty,15,0,Private,Husband,Married-civ-spouse,Prof-school,White,United-States,0,Male
88215,37,40,Prof-specialty,14,0,Private,Not-in-family,Never-married,Masters,Asian-Pac-Islander,China,0,Female
110142,18,15,Sales,7,0,Private,Own-child,Never-married,11th,White,United-States,0,Female
136986,41,40,Craft-repair,10,0,Self-emp-not-inc,Not-in-family,Never-married,Some-college,White,United-States,0,Male
206775,52,40,Transport-moving,9,0,State-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
53497,50,40,Exec-managerial,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
238534,22,20,Sales,10,0,Private,Wife,Married-civ-spouse,Some-college,White,Puerto-Rico,0,Female
143123,38,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
60269,36,40,Sales,13,0,Self-emp-not-inc,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
82623,33,48,Craft-repair,9,4386,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
99666,40,55,Transport-moving,9,0,Local-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
95680,61,40,Machine-op-inspct,10,0,Private,Husband,Married-civ-spouse,Some-college,Asian-Pac-Islander,United-States,0,Male
208163,44,40,Protective-serv,11,0,State-gov,Unmarried,Separated,Assoc-voc,White,United-States,0,Male
369781,41,55,Exec-managerial,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
311288,17,24,Exec-managerial,7,0,Private,Own-child,Never-married,11th,White,United-States,0,Female
152889,42,52,Craft-repair,10,0,Self-emp-not-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
160086,38,32,Prof-specialty,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Female
117963,34,43,Prof-specialty,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
186884,33,40,Adm-clerical,9,0,Private,Not-in-family,Married-spouse-absent,HS-grad,Black,United-States,0,Male
313830,41,40,Prof-specialty,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Female
124330,41,30,Sales,10,0,Self-emp-inc,Wife,Married-civ-spouse,Some-college,White,United-States,0,Female
104501,53,42,Exec-managerial,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
43501,41,40,Tech-support,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
83774,24,40,Craft-repair,9,0,Private,Unmarried,Never-married,HS-grad,White,United-States,0,Male
216845,37,40,Farming-fishing,1,0,Private,Husband,Married-civ-spouse,Preschool,White,Mexico,0,Male
168191,45,40,Transport-moving,9,0,Local-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
166894,62,60,Craft-repair,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
110083,31,40,Exec-managerial,9,0,Private,Unmarried,Separated,HS-grad,White,United-States,0,Female
194371,55,40,Sales,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,Canada,0,Female
125933,36,40,Prof-specialty,13,0,Federal-gov,Own-child,Never-married,Bachelors,White,United-States,2258,Male
444554,22,50,Exec-managerial,13,0,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
190228,34,40,Adm-clerical,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
604045,27,40,Sales,13,27828,Private,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
241126,36,40,Tech-support,10,0,Private,Unmarried,Divorced,Some-college,White,United-States,0,Male
168355,38,48,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
158451,48,40,Prof-specialty,13,914,State-gov,Unmarried,Separated,Bachelors,White,United-States,0,Female
141608,50,45,Other-service,9,0,Private,Unmarried,Separated,HS-grad,White,United-States,0,Female
33157,36,50,Exec-managerial,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
187563,45,45,Craft-repair,9,5013,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
26252,33,40,Other-service,12,0,Private,Unmarried,Never-married,Assoc-acdm,Amer-Indian-Eskimo,United-States,0,Female
318647,32,36,Protective-serv,9,0,Local-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
152572,47,40,Other-service,9,0,Private,Unmarried,Never-married,HS-grad,White,Puerto-Rico,0,Female
77634,30,40,Exec-managerial,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
199513,40,50,Exec-managerial,14,0,Private,Not-in-family,Divorced,Masters,White,United-States,1408,Male
260327,19,18,Other-service,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Female
437940,23,40,Machine-op-inspct,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
137069,54,40,Exec-managerial,15,0,Private,Husband,Married-civ-spouse,Prof-school,Asian-Pac-Islander,India,0,Male
32587,34,40,Exec-managerial,10,0,Local-gov,Husband,Married-civ-spouse,Some-college,Amer-Indian-Eskimo,United-States,0,Male
193960,47,45,Sales,10,7298,Self-emp-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
170651,33,38,Exec-managerial,13,0,Private,Wife,Married-civ-spouse,Bachelors,White,United-States,1977,Female
114544,39,55,Exec-managerial,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
159724,28,50,Sales,13,0,Private,Not-in-family,Married-spouse-absent,Bachelors,White,United-States,0,Female
697806,63,60,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
140011,34,45,Craft-repair,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
411700,53,40,Adm-clerical,9,7298,Federal-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
179633,26,40,Protective-serv,10,0,State-gov,Own-child,Never-married,Some-college,White,United-States,0,Male
317690,57,60,Exec-managerial,14,7688,Local-gov,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
213334,45,45,Prof-specialty,14,0,Local-gov,Not-in-family,Never-married,Masters,White,United-States,0,Female
165304,41,50,Craft-repair,10,0,Private,Husband,Married-civ-spouse,Some-college,White,Greece,0,Male
192325,57,42,Other-service,9,0,Private,Unmarried,Widowed,HS-grad,White,United-States,0,Female
385183,53,60,Other-service,10,0,Self-emp-not-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
232650,33,40,Sales,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
182474,47,36,Exec-managerial,9,0,Self-emp-not-inc,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
119992,37,40,Farming-fishing,6,0,Private,Husband,Married-civ-spouse,10th,White,United-States,0,Male
376016,26,30,Other-service,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Female
144638,39,45,Prof-specialty,14,0,Private,Not-in-family,Divorced,Masters,White,United-States,0,Female
113612,48,40,Prof-specialty,13,0,Federal-gov,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
48160,36,40,Exec-managerial,13,0,Self-emp-not-inc,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
55176,30,30,Craft-repair,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
291232,21,40,Other-service,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Male
250149,55,40,Prof-specialty,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
87745,27,70,Farming-fishing,11,0,Self-emp-not-inc,Husband,Married-civ-spouse,Assoc-voc,White,United-States,0,Male
97136,35,37,Other-service,10,0,Private,Unmarried,Never-married,Some-college,Black,United-States,0,Female
632271,18,40,Adm-clerical,10,0,Private,Other-relative,Married-spouse-absent,Some-college,White,Peru,0,Female
295607,18,40,Transport-moving,6,0,Private,Own-child,Never-married,10th,White,United-States,0,Male
213136,78,24,Exec-managerial,9,0,Self-emp-not-inc,Not-in-family,Widowed,HS-grad,White,United-States,0,Male
107882,23,50,Tech-support,13,0,Private,Own-child,Never-married,Bachelors,White,United-States,0,Female
214378,35,40,Adm-clerical,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Female
236427,24,40,Adm-clerical,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
34292,28,40,Craft-repair,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
204780,33,40,Adm-clerical,10,15024,Private,Wife,Married-civ-spouse,Some-college,White,United-States,0,Female
161508,22,40,Prof-specialty,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
151959,80,15,Other-service,9,0,Private,Not-in-family,Widowed,HS-grad,Black,United-States,0,Male
196001,41,20,Sales,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
211259,27,40,Prof-specialty,14,0,Self-emp-not-inc,Not-in-family,Never-married,Masters,White,United-States,0,Male
35136,45,40,Tech-support,13,0,Private,Husband,Married-civ-spouse,Bachelors,Black,United-States,0,Male
288353,52,48,Sales,13,99999,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
93449,48,40,Prof-specialty,15,99999,Local-gov,Husband,Married-civ-spouse,Prof-school,Asian-Pac-Islander,Philippines,0,Male
40432,17,4,Adm-clerical,6,0,Private,Own-child,Never-married,10th,White,United-States,0,Female
180632,60,40,Farming-fishing,8,0,Private,Not-in-family,Divorced,12th,White,United-States,0,Male
204113,76,18,Protective-serv,9,7896,Private,Not-in-family,Widowed,HS-grad,White,United-States,0,Female
336101,22,30,Other-service,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Female
235062,34,45,Craft-repair,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
226947,39,40,Other-service,4,0,Private,Other-relative,Separated,7th-8th,White,El-Salvador,0,Male
29393,40,40,Craft-repair,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Female
146574,52,40,Prof-specialty,15,0,Self-emp-inc,Husband,Married-civ-spouse,Prof-school,White,United-States,0,Male
175389,28,40,Adm-clerical,12,0,State-gov,Own-child,Never-married,Assoc-acdm,White,Mexico,0,Female
316688,26,40,Sales,10,0,Self-emp-inc,Other-relative,Never-married,Some-college,White,United-States,0,Male
187919,63,40,Sales,13,0,Self-emp-not-inc,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
80666,41,50,Prof-specialty,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
381965,59,80,Sales,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,1740,Male
192039,31,40,Prof-specialty,12,0,Private,Own-child,Divorced,Assoc-acdm,White,United-States,0,Female
181091,34,50,Farming-fishing,10,0,Self-emp-not-inc,Own-child,Never-married,Some-college,White,United-States,0,Male
50191,40,40,Craft-repair,5,5455,Private,Unmarried,Divorced,9th,White,United-States,0,Male
155256,29,40,Tech-support,13,0,Private,Not-in-family,Never-married,Bachelors,Black,United-States,0,Female
104973,42,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
348771,35,40,Farming-fishing,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,Canada,0,Male
96415,55,35,Other-service,9,0,Private,Unmarried,Widowed,HS-grad,Black,United-States,0,Female
213136,77,40,Exec-managerial,16,0,Private,Unmarried,Widowed,Doctorate,White,United-States,0,Male
155259,59,20,Exec-managerial,10,0,Self-emp-inc,Wife,Married-civ-spouse,Some-college,White,United-States,0,Female
95155,47,43,Exec-managerial,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
178787,56,40,Handlers-cleaners,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
361497,34,40,Transport-moving,7,0,Private,Husband,Married-civ-spouse,11th,White,United-States,0,Male
254890,61,40,Transport-moving,9,0,State-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
296478,36,40,Sales,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
179791,61,40,Sales,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Female
110010,25,40,Sales,9,0,Self-emp-inc,Own-child,Divorced,HS-grad,White,United-States,0,Male
89622,35,40,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
118614,56,40,Adm-clerical,9,0,State-gov,Not-in-family,Divorced,HS-grad,White,United-States,0,Female
35683,30,40,Tech-support,13,0,State-gov,Not-in-family,Divorced,Bachelors,White,United-States,0,Female
163815,53,41,Other-service,7,0,Local-gov,Husband,Married-civ-spouse,11th,White,United-States,2179,Male
175305,49,40,Other-service,4,0,Private,Unmarried,Divorced,7th-8th,White,United-States,0,Female
96245,33,99,Sales,9,0,Self-emp-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
201017,27,80,Prof-specialty,16,0,Private,Husband,Married-civ-spouse,Doctorate,White,United-States,0,Male
95388,48,40,Exec-managerial,10,0,Private,Not-in-family,Never-married,Some-college,Black,United-States,0,Female
249332,42,40,Machine-op-inspct,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
194759,27,50,Craft-repair,12,0,Private,Not-in-family,Married-spouse-absent,Assoc-acdm,White,United-States,0,Male
260062,61,38,Other-service,6,4416,Private,Own-child,Never-married,10th,White,United-States,0,Female
166213,36,40,Transport-moving,9,0,Self-emp-not-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
112387,20,40,Craft-repair,6,0,Private,Own-child,Never-married,10th,White,United-States,0,Male
324685,22,32,Sales,5,0,Private,Not-in-family,Never-married,9th,White,United-States,0,Female
187510,45,40,Prof-specialty,14,0,Federal-gov,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
188703,26,40,Prof-specialty,14,0,Private,Not-in-family,Never-married,Masters,White,United-States,0,Female
127961,38,40,Prof-specialty,13,7688,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
200117,34,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
142030,40,55,Exec-managerial,13,0,Self-emp-inc,Wife,Married-civ-spouse,Bachelors,White,United-States,0,Female
226296,30,40,Prof-specialty,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
239130,27,40,Prof-specialty,15,0,Private,Own-child,Never-married,Prof-school,White,United-States,0,Male
165475,24,25,Farming-fishing,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
328216,46,45,Prof-specialty,15,0,Self-emp-inc,Husband,Married-civ-spouse,Prof-school,White,United-States,1902,Male
206066,42,45,Prof-specialty,14,0,Self-emp-not-inc,Own-child,Never-married,Masters,White,United-States,0,Male
141005,29,24,Other-service,10,0,Local-gov,Unmarried,Divorced,Some-college,White,United-States,0,Female
104870,28,48,Other-service,11,0,Private,Not-in-family,Never-married,Assoc-voc,Black,United-States,0,Female
253250,44,54,Prof-specialty,14,0,Self-emp-not-inc,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
497788,39,50,Sales,12,0,Private,Husband,Married-civ-spouse,Assoc-acdm,White,United-States,0,Male
128354,42,40,Adm-clerical,13,0,Private,Wife,Married-civ-spouse,Bachelors,White,United-States,0,Female
140782,49,40,Exec-managerial,6,0,Private,Unmarried,Divorced,10th,White,United-States,0,Female
216129,37,45,Craft-repair,9,0,Private,Not-in-family,Never-married,HS-grad,Black,United-States,0,Female
65757,65,40,Adm-clerical,9,0,Private,Unmarried,Never-married,HS-grad,White,United-States,0,Female
245361,23,35,Farming-fishing,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
216689,48,40,Craft-repair,9,0,Local-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
188903,65,45,Handlers-cleaners,9,6418,Local-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
170094,18,20,Handlers-cleaners,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Female
108836,53,40,Transport-moving,5,0,Private,Husband,Married-civ-spouse,9th,White,United-States,0,Male
189565,27,40,Exec-managerial,9,0,Private,Own-child,Married-civ-spouse,HS-grad,White,United-States,0,Male
347993,46,40,Craft-repair,2,0,Private,Not-in-family,Divorced,1st-4th,White,Mexico,0,Male
187308,49,35,Other-service,10,0,Private,Other-relative,Married-civ-spouse,Some-college,White,United-States,0,Male
136077,27,40,Prof-specialty,13,0,State-gov,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
165457,25,40,Tech-support,13,2463,State-gov,Own-child,Never-married,Bachelors,Asian-Pac-Islander,United-States,0,Male
175428,49,40,Adm-clerical,10,0,Federal-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
349148,34,40,Prof-specialty,15,0,Private,Husband,Married-civ-spouse,Prof-school,White,United-States,0,Male
103990,72,12,Other-service,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
183884,55,50,Exec-managerial,9,0,Self-emp-inc,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
464484,21,40,Adm-clerical,9,0,Private,Own-child,Married-spouse-absent,HS-grad,White,United-States,0,Female
190786,41,40,Adm-clerical,11,7298,Private,Husband,Married-civ-spouse,Assoc-voc,White,United-States,0,Male
348592,30,40,Other-service,9,0,Private,Not-in-family,Separated,HS-grad,White,United-States,0,Male
152156,32,53,Craft-repair,9,0,Private,Not-in-family,Separated,HS-grad,White,United-States,0,Male
141807,55,40,Craft-repair,9,0,Private,Other-relative,Married-spouse-absent,HS-grad,White,Poland,0,Male
188537,47,60,Prof-specialty,14,0,Local-gov,Wife,Married-civ-spouse,Masters,White,United-States,0,Female
203233,43,50,Transport-moving,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
28978,51,40,Other-service,10,0,Private,Not-in-family,Widowed,Some-college,White,United-States,0,Female
116211,53,40,Exec-managerial,10,0,Self-emp-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
283945,19,35,Other-service,9,0,Private,Own-child,Never-married,HS-grad,White,United-States,0,Male
115178,43,43,Prof-specialty,13,0,Private,Unmarried,Divorced,Bachelors,White,United-States,0,Female
77102,48,45,Prof-specialty,16,0,State-gov,Husband,Married-civ-spouse,Doctorate,White,United-States,0,Male
132220,23,40,Handlers-cleaners,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
129301,53,45,Sales,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
187592,22,30,Exec-managerial,10,0,Private,Not-in-family,Never-married,Some-college,White,United-States,0,Male
312667,34,45,Prof-specialty,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
206951,36,40,Protective-serv,10,0,Local-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
587310,27,40,Transport-moving,12,0,Private,Own-child,Married-civ-spouse,Assoc-acdm,White,El-Salvador,0,Male
328227,76,13,Adm-clerical,13,5556,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
100634,35,40,Adm-clerical,10,0,Private,Unmarried,Divorced,Some-college,White,United-States,0,Female
274200,49,72,Exec-managerial,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
29582,18,50,Farming-fishing,7,0,Self-emp-inc,Own-child,Never-married,11th,White,United-States,0,Male
174812,68,15,Other-service,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Male
138513,22,15,Prof-specialty,13,0,State-gov,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
219137,37,44,Sales,4,0,Private,Unmarried,Divorced,7th-8th,White,United-States,0,Female
265148,23,55,Sales,13,0,Private,Other-relative,Never-married,Bachelors,White,United-States,0,Male
302606,41,40,Exec-managerial,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,0,Female
197600,18,20,Handlers-cleaners,7,0,Private,Own-child,Never-married,11th,White,United-States,0,Male
167415,36,40,Craft-repair,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,0,Male
13769,44,40,Exec-managerial,10,0,Private,Husband,Married-civ-spouse,Some-college,Amer-Indian-Eskimo,United-States,0,Male
109390,26,40,Handlers-cleaners,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
218188,36,32,Machine-op-inspct,9,0,Private,Unmarried,Divorced,HS-grad,White,United-States,0,Female
167159,49,40,Machine-op-inspct,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
128529,72,28,Other-service,9,0,Private,Unmarried,Widowed,HS-grad,White,United-States,0,Female
200973,22,12,Other-service,12,0,Private,Not-in-family,Never-married,Assoc-acdm,White,United-States,0,Female
118235,22,55,Sales,9,0,Private,Not-in-family,Never-married,HS-grad,Amer-Indian-Eskimo,United-States,0,Male
250165,23,40,Prof-specialty,13,594,Local-gov,Own-child,Never-married,Bachelors,White,United-States,0,Female
212162,46,40,Other-service,3,0,Private,Husband,Married-civ-spouse,5th-6th,Black,United-States,0,Male
147638,25,40,Adm-clerical,13,0,Private,Own-child,Never-married,Bachelors,Asian-Pac-Islander,India,0,Female
304605,42,40,Craft-repair,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
165267,45,40,Transport-moving,5,0,Self-emp-not-inc,Husband,Married-civ-spouse,9th,Black,United-States,0,Male
122037,28,55,Prof-specialty,13,0,Private,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
165611,63,35,Exec-managerial,13,0,Self-emp-inc,Husband,Married-civ-spouse,Bachelors,White,United-States,0,Male
262634,21,36,Farming-fishing,4,0,Private,Not-in-family,Never-married,7th-8th,White,United-States,0,Male
280766,46,40,Protective-serv,9,0,Private,Not-in-family,Divorced,HS-grad,White,Cuba,0,Male
226668,21,40,Craft-repair,11,0,Private,Not-in-family,Never-married,Assoc-voc,Other,United-States,0,Male
130200,37,70,Exec-managerial,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
98005,17,20,Sales,7,0,Private,Own-child,Never-married,11th,White,United-States,0,Female
308857,47,50,Exec-managerial,13,0,Private,Not-in-family,Divorced,Bachelors,White,United-States,0,Male
108914,51,40,Handlers-cleaners,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
210464,64,40,Prof-specialty,14,0,Local-gov,Unmarried,Widowed,Masters,Black,United-States,0,Female
172748,30,40,Exec-managerial,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
192140,27,20,Adm-clerical,9,0,Private,Not-in-family,Never-married,HS-grad,White,United-States,0,Female
126568,21,40,Adm-clerical,9,0,Private,Other-relative,Never-married,HS-grad,White,United-States,0,Male
179339,50,45,Adm-clerical,9,0,Private,Not-in-family,Divorced,HS-grad,White,United-States,0,Female
31621,43,20,Adm-clerical,10,0,Local-gov,Unmarried,Divorced,Some-college,White,United-States,0,Female
365009,39,40,Handlers-cleaners,13,0,Private,Own-child,Never-married,Bachelors,White,United-States,0,Male
344698,20,30,Machine-op-inspct,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
159911,42,24,Other-service,9,0,Private,Wife,Married-civ-spouse,HS-grad,White,United-States,0,Female
389456,25,30,Craft-repair,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
167472,48,40,Craft-repair,10,0,Private,Not-in-family,Divorced,Some-college,White,United-States,0,Male
201412,17,5,Farming-fishing,6,594,Private,Own-child,Never-married,10th,White,United-States,0,Male
331861,26,60,Sales,13,0,Self-emp-not-inc,Not-in-family,Never-married,Bachelors,White,United-States,0,Male
97541,58,46,Exec-managerial,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
71865,34,40,Machine-op-inspct,5,0,Private,Wife,Married-civ-spouse,9th,Other,Portugal,0,Female
196564,29,40,Adm-clerical,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
218956,19,20,Tech-support,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
184630,41,40,Handlers-cleaners,13,4416,Private,Not-in-family,Divorced,Bachelors,White,United-States,0,Male
161955,17,30,Adm-clerical,7,0,Local-gov,Own-child,Never-married,11th,Amer-Indian-Eskimo,United-States,0,Female
200089,24,40,Other-service,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,Guatemala,0,Male
193026,39,55,Prof-specialty,16,0,Self-emp-not-inc,Husband,Married-civ-spouse,Doctorate,White,United-States,0,Male
336423,72,40,Farming-fishing,3,0,Self-emp-not-inc,Husband,Married-civ-spouse,5th-6th,White,United-States,0,Male
184529,52,40,Protective-serv,9,0,State-gov,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
153876,30,53,Prof-specialty,12,0,Private,Not-in-family,Never-married,Assoc-acdm,White,United-States,0,Female
269687,22,35,Sales,10,0,Private,Own-child,Never-married,Some-college,White,United-States,0,Male
153805,27,45,Craft-repair,10,0,Private,Unmarried,Never-married,Some-college,Other,Ecuador,0,Male
151504,43,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
330087,45,40,Farming-fishing,12,0,Private,Not-in-family,Never-married,Assoc-acdm,White,United-States,0,Male
164970,59,60,Prof-specialty,9,0,Private,Husband,Married-civ-spouse,HS-grad,Black,United-States,0,Male
50215,55,42,Other-service,11,0,Self-emp-not-inc,Wife,Married-civ-spouse,Assoc-voc,White,United-States,0,Female
80123,51,35,Protective-serv,10,0,Local-gov,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
222813,41,45,Sales,12,0,Private,Husband,Married-civ-spouse,Assoc-acdm,White,United-States,0,Male
172232,24,42,Machine-op-inspct,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
386773,54,60,Exec-managerial,10,0,Self-emp-not-inc,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
87556,38,40,Craft-repair,10,0,Private,Husband,Married-civ-spouse,Some-college,White,United-States,0,Male
169926,38,21,Prof-specialty,13,0,State-gov,Wife,Married-civ-spouse,Bachelors,White,United-States,0,Female
104196,41,50,Exec-managerial,14,0,Private,Husband,Married-civ-spouse,Masters,White,United-States,0,Male
320027,34,50,Other-service,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
116637,59,40,Craft-repair,9,0,Private,Husband,Married-civ-spouse,HS-grad,White,United-States,0,Male
